parent_site,category_1,category_2,category_3,url_pg_1,url_pg_2
etsy,Jewelry,Necklaces,Crystal Necklaces,https://www.etsy.com/c/handmade/jewelry/necklaces/crystal-necklaces?explicit=1,https://www.etsy.com/c/handmade/jewelry/necklaces/crystal-necklaces?explicit=1&ref=pagination&page=2
etsy,Jewelry,Necklaces,Chains,https://www.etsy.com/c/handmade/jewelry/necklaces/chains?explicit=1,https://www.etsy.com/c/handmade/jewelry/necklaces/chains?explicit=1&ref=pagination&page=2
etsy,Jewelry,Necklaces,Monogram & Name Necklaces,https://www.etsy.com/c/handmade/jewelry/necklaces/monogram-and-name-necklaces?explicit=1,https://www.etsy.com/c/handmade/jewelry/necklaces/monogram-and-name-necklaces?explicit=1&ref=pagination&page=2
etsy,Jewelry,Necklaces,Lockets,https://www.etsy.com/c/handmade/jewelry/necklaces/lockets?explicit=1,https://www.etsy.com/c/handmade/jewelry/necklaces/lockets?explicit=1&ref=pagination&page=2
etsy,Jewelry,Necklaces,Bib Necklaces,https://www.etsy.com/c/handmade/jewelry/necklaces/bib-necklaces?explicit=1,https://www.etsy.com/c/handmade/jewelry/necklaces/bib-necklaces?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Statement Rings,https://www.etsy.com/c/handmade/jewelry/rings/statement-rings?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/statement-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Bands,https://www.etsy.com/c/handmade/jewelry/rings/bands?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/bands?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Solitaire Rings,https://www.etsy.com/c/handmade/jewelry/rings/solitaire-rings?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/solitaire-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Stackable Rings,https://www.etsy.com/c/handmade/jewelry/rings/stackable-rings?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/stackable-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Multi-Stone Rings,https://www.etsy.com/c/handmade/jewelry/rings/multistone-rings?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/multistone-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Midi Rings,https://www.etsy.com/c/handmade/jewelry/rings/midi-rings?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/midi-rings?explicit=1&ref=pagination&page=2
etsy,Jewelry,Rings,Triplet & Double Rings,https://www.etsy.com/c/handmade/jewelry/rings/multifinger-rings?explicit=1,https://www.etsy.com/c/handmade/jewelry/rings/multifinger-rings?explicit=1&ref=pagination&page=2
amazon,Jewelry,Bracelets,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=11435858011&ref=q2_bracelets&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=PYJDETRW6TWWXWNNB3QD&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A11435858011&page=2&qid=1576180435&ref=lp_11435858011_pg_2
amazon,Jewelry,Necklaces,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=11435888011&ref=q2_necklaces&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=PYJDETRW6TWWXWNNB3QD&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A11435888011&page=2&qid=1576180889&ref=lp_11435888011_pg_2
amazon,Jewelry,Earrings,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=11435874011&ref=q2_earrings&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A11435874011&page=2&qid=1576180962&ref=lp_11435874011_pg_2
amazon,Jewelry,Rings,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=11435897011&ref=q2_rings&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A11435897011&page=2&qid=1576181011&ref=lp_11435897011_pg_2
amazon,Jewelry,"Pins, Buttons & Brooches",,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=11435865011&ref=q2_pins&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A11435865011&page=2&qid=1576181158&ref=lp_11435865011_pg_2
amazon,Jewelry,Wedding & Engagement Rings,,https://www.amazon.com/s?k=wedding+%26+engagement+rings&i=handmade&pf_rd_i=11403480011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_s=merchandised-search-3&pf_rd_t=101&ref=q2_jwedding,https://www.amazon.com/s?k=wedding+%26+engagement+rings&i=handmade&page=2&pf_rd_i=11403480011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_s=merchandised-search-3&pf_rd_t=101&qid=1576181266&ref=sr_pg_1
amazon,Jewelry,Cufflinks & Shirt Accessories,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=11435869011&ref=q2_cuffacc&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A11435869011&page=2&qid=1576181370&ref=lp_11435869011_pg_2
amazon,Jewelry,Watches,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndjeq2_md1_w?node=18730241011&ref=q2_watch&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=8VXHHGYMSJNA5CTMEQEP&pf_rd_t=101&pf_rd_p=9b08988e-ab6d-420b-b38a-bb8483e56df8&pf_rd_i=11403480011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403480011%2Cn%3A18730241011&page=2&qid=1576181567&ref=lp_18730241011_pg_2
amazon,Home Décor,Furniture,,https://www.amazon.com/s?i=handmade-home-and-kitchen&rh=n%3A11260432011%2Cn%3A11260433011%2Cn%3A11403478011%2Cn%3A11433453011&qid=1576181778&ref=sr_pg_1,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11433453011&page=2&qid=1576181755&ref=lp_11433453011_pg_2
amazon,Home Décor,Artwork,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhdq2_md1_w?node=11433412011&ref=q2_artwork&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_t=101&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_i=11434552011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11433412011&page=2&qid=1576181907&ref=lp_11433412011_pg_2
amazon,Home Décor,Lighting,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhdq2_md1_w?node=11403482011&ref=q2_lighting&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_t=101&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_i=11434552011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11403482011&page=2&qid=1576182090&ref=lp_11403482011_pg_2
amazon,Home Décor,Candles & Holders,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhdq2_md1_w?node=11434554011&ref=q2_candles&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_t=101&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_i=11434552011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434552011%2Cn%3A11434554011&page=2&qid=1576182212&ref=lp_11434554011_pg_2
amazon,Home Décor,Bath,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhdq2_md1_w?node=11433420011&ref=q2_bath&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_t=101&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_i=11434552011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11433420011&page=2&qid=1576182272&ref=lp_11433420011_pg_2
amazon,Home Décor,Bedding,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhdq2_md1_w?node=11433437011&ref=q2_bedding&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_t=101&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_i=11434552011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11433437011&page=2&qid=1576182331&ref=lp_11433437011_pg_2
amazon,Home Décor,Throw Pillows,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhdq2_md1_w?node=11434606011&ref=q2_throwpillows&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_t=101&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_i=11434552011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434552011%2Cn%3A11434606011&page=2&qid=1576182380&ref=lp_11434606011_pg_2
amazon,Home Décor,Childern's Room Décor,,https://www.amazon.com/s?k=childrens+room+decor&i=handmade&pf_rd_i=11434552011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_s=merchandised-search-3&pf_rd_t=101&ref=q2_croomdecor,https://www.amazon.com/s?k=childrens+room+decor&i=handmade&page=2&pf_rd_i=11434552011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=c440d437-72d8-462b-95c9-f03b9ed2df72&pf_rd_r=53NZHW0466Y4K5R72F39&pf_rd_s=merchandised-search-3&pf_rd_t=101&qid=1576182443&ref=sr_pg_1
amazon,Kitchen & Dining,Bakeware,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434960011&ref=q2_bakeware&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434960011&page=2&qid=1576182736&ref=lp_11434960011_pg_2
amazon,Kitchen & Dining,Cups & Mugs,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434996011&ref=q2_cups_mugs&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434995011%2Cn%3A11434996011&page=2&qid=1576182822&ref=lp_11434996011_pg_2
amazon,Kitchen & Dining,Cookware,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434972011&ref=q2_cookware&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434972011&page=2&qid=1576182865&ref=lp_11434972011_pg_2
amazon,Kitchen & Dining,Kitchen Linen,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434973011&r&ref=kitchlinen&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434973011&page=2&qid=1576182915&ref=lp_11434973011_pg_2
amazon,Kitchen & Dining,Tableware,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434995011&ref=q2_bakeware&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434995011&page=2&qid=1576183000&ref=lp_11434995011_pg_2
amazon,Kitchen & Dining,Cutting Boards,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434989011&ref=q2_cutboard&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434982011%2Cn%3A11434989011&page=2&qid=1576183100&ref=lp_11434989011_pg_2
amazon,Kitchen & Dining,Containers & Storage,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434968011&ref=q2_contstor&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434968011&page=2&qid=1576183140&ref=lp_11434968011_pg_2
amazon,Kitchen & Dining,Barware,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndkitq_md1_w?node=11434983011&ref=q2_barware&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=9SYJKHF508VPKXV34X1C&pf_rd_t=101&pf_rd_p=25208e39-6c3c-4ce5-aca0-efd5bcb0420c&pf_rd_i=11434959011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403478011%2Cn%3A11434959011%2Cn%3A11434982011%2Cn%3A11434983011&page=2&qid=1576183193&ref=lp_11434983011_pg_2
amazon,Beauty & Grooming,Soap,,https://www.amazon.com/s?i=handmade&rh=n%3A11260432011%2Cn%3A11260433011%2Cn%3A11403472011%2Cn%3A15970391011%2Cn%3A15970393011%2Cn%3A15970399011&qid=1576183386&ref=sr_pg_1,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403472011%2Cn%3A15970391011%2Cn%3A15970393011%2Cn%3A15970399011&page=2&qid=1576183398&ref=lp_15970399011_pg_2
amazon,Beauty & Grooming,Lotions & Moisturizers,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndbeaq_md1_w?node=19205550011&ref=q2_lotmoi&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_t=101&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_i=11403472011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260437011%2Cn%3A%2111260439011%2Cn%3A19205550011&page=2&qid=1576183417&ref=lp_19205550011_pg_2
amazon,Beauty & Grooming,Bath Bombs,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndbeaq_md1_w?node=15970304011&ref=q2_bathb&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_t=101&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_i=11403472011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A19530416011%2Cn%3A15970298011%2Cn%3A15970300011%2Cn%3A15970302011%2Cn%3A15970304011&page=2&qid=1576183430&ref=lp_15970304011_pg_2
amazon,Beauty & Grooming,Cosmetic Bags & Accessories,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndbeaq_md1_w?node=15970504011&ref=q2_cosbag&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_t=101&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_i=11403472011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403472011%2Cn%3A15970504011&page=2&qid=1576183430&ref=lp_15970504011_pg_2
amazon,Beauty & Grooming,Lip Balms,,https://www.amazon.com/s?k=lip+balm&rh=n%3A11403472011&pf_rd_i=11403472011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_s=merchandised-search-2&pf_rd_t=101&ref=q2_lipb,https://www.amazon.com/s?k=lip+balm&i=handmade&rh=n%3A11403472011&page=2&pf_rd_i=11403472011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1576183684&ref=sr_pg_2
amazon,Beauty & Grooming,Bath Salts,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndbeaq_md1_w?node=15970312011&ref=q2_bathsal&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_t=101&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_i=11403472011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A19530416011%2Cn%3A15970298011%2Cn%3A15970300011%2Cn%3A15970302011%2Cn%3A15970312011&page=2&qid=1576183435&ref=lp_15970312011_pg_2
amazon,Beauty & Grooming,Loofahs & Sponges,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndbeaq_md1_w?node=15970323011&ref=q2_loof&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_t=101&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_i=11403472011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A19530416011%2Cn%3A15970298011%2Cn%3A15970300011%2Cn%3A15970316011%2Cn%3A15970323011&page=2&qid=1576183435&ref=lp_15970323011_pg_2
amazon,Beauty & Grooming,Beauty Sets,,https://www.amazon.com/s?k=beauty+gift+sets&i=handmade&pf_rd_i=11403472011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_s=merchandised-search-2&pf_rd_t=101&ref=q2_beagifset,https://www.amazon.com/s?k=beauty+gift+sets&i=handmade&page=2&pf_rd_i=11403472011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=d4f63e14-2778-43b9-a235-60d3d2073f4d&pf_rd_r=85JPCTZJJV7MKQXKJ2CK&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1576183436&ref=sr_pg_2
amazon,Handbags & Totes,Cross-body Bags,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhbtq_md1_w?node=14344554011&ref=q2_xbody&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=6F006Z2TWTQ264GXSQWW&pf_rd_t=101&pf_rd_p=d3ff5b78-6c74-4946-a7ae-8104f15d8254&pf_rd_i=14344548011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A14344548011%2Cn%3A14344554011&page=2&qid=1576183853&ref=lp_14344554011_pg_2
amazon,Handbags & Totes,Totes,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhbtq_md1_w?node=14344558011&ref=q2_totes&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=6F006Z2TWTQ264GXSQWW&pf_rd_t=101&pf_rd_p=d3ff5b78-6c74-4946-a7ae-8104f15d8254&pf_rd_i=14344548011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A14344548011%2Cn%3A14344558011&page=2&qid=1576183853&ref=lp_14344558011_pg_2
amazon,Handbags & Totes,Wallets & Clutches,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhbtq_md1_w?node=14344553011&ref=q2_walclutch&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=6F006Z2TWTQ264GXSQWW&pf_rd_t=101&pf_rd_p=d3ff5b78-6c74-4946-a7ae-8104f15d8254&pf_rd_i=14344548011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A14344548011%2Cn%3A14344553011&page=2&qid=1576183854&ref=lp_14344553011_pg_2
amazon,Handbags & Totes,Backpacks,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndhbtq_md1_w?node=14344549011&ref=q2_bp&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=6F006Z2TWTQ264GXSQWW&pf_rd_t=101&pf_rd_p=d3ff5b78-6c74-4946-a7ae-8104f15d8254&pf_rd_i=14344548011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A14344548011%2Cn%3A14344549011&page=2&qid=1576183854&ref=lp_14344549011_pg_2
amazon,Stationery & Party Supplies,Invitations,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndspq2_md1_w?node=11435485011&ref=q2_invitations&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_t=101&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_i=11435470011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11435470011%2Cn%3A11435484011%2Cn%3A11435485011&page=2&qid=1576184593&ref=lp_11435485011_pg_2
amazon,Stationery & Party Supplies,Notecards & Greeting Cards,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndspq2_md1_w?node=11435486011&ref=q2_ncgc&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_t=101&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_i=11435470011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11435470011%2Cn%3A11435484011%2Cn%3A11435486011&page=2&qid=1576184635&ref=lp_11435486011_pg_2
amazon,Stationery & Party Supplies,Calendars & Planners,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndspq2_md1_w?node=13542491011&ref=q2_cal_plan&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_t=101&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_i=11435470011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11435470011%2Cn%3A11435484011%2Cn%3A13542491011&page=2&qid=1576184638&ref=lp_13542491011_pg_2
amazon,Stationery & Party Supplies,Decorations,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndspq2_md1_w?node=11435473011&ref=q2_decorations&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_t=101&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_i=11435470011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11435470011%2Cn%3A11435471011%2Cn%3A11435473011&page=2&qid=1576184639&ref=lp_11435473011_pg_2
amazon,Stationery & Party Supplies,Party Favors,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndspq2_md1_w?node=11435476011&ref=q2_partfav&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_t=101&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_i=11435470011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11435470011%2Cn%3A11435471011%2Cn%3A11435476011&page=2&qid=1576184640&ref=lp_11435476011_pg_2
