parent_site,category_1,category_2,category_3,url_pg_1,url_pg_2
amazon,Stationery & Party Supplies,Personalized Stationery,,https://www.amazon.com/s?k=personalized+stationery&i=handmade&pf_rd_i=11435470011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_s=merchandised-search-2&pf_rd_t=101&ref=q2_pers_stat,https://www.amazon.com/s?k=personalized+stationery&i=handmade&page=2&pf_rd_i=11435470011&pf_rd_m=ATVPDKIKX0DER&pf_rd_p=3175c4e3-a77a-4f6e-87fe-7ca48c81c8d7&pf_rd_r=RZZ0ENT1F0S5B91B35KX&pf_rd_s=merchandised-search-2&pf_rd_t=101&qid=1576184641&ref=sr_pg_2
amazon,Clothing & Shoes & Accessories,Women,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndclq2_md1_w?node=17714783011&ref=q2_wom&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=WKJYA93XPF2WM0M46550&pf_rd_t=101&pf_rd_p=5fca498b-724c-4128-84b1-2d93986f7804&pf_rd_i=17714704011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A17714783011&page=2&qid=1576185119&ref=lp_17714783011_pg_2
amazon,Clothing & Shoes & Accessories,Men,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndclq2_md1_w?node=17714749011&ref=q2_men&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=WKJYA93XPF2WM0M46550&pf_rd_t=101&pf_rd_p=5fca498b-724c-4128-84b1-2d93986f7804&pf_rd_i=17714704011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A17714749011&page=2&qid=1576185119&ref=lp_17714749011_pg_2
amazon,Clothing & Shoes & Accessories,Accessories,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndclq2_md1_w?node=19195822011&ref=q2_cal_plan&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=WKJYA93XPF2WM0M46550&pf_rd_t=101&pf_rd_p=5fca498b-724c-4128-84b1-2d93986f7804&pf_rd_i=17714704011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260437011%2Cn%3A%2111260439011%2Cn%3A19195822011&page=2&qid=1576185120&ref=lp_19195822011_pg_2
amazon,Clothing & Shoes & Accessories,Shoes,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndclq2_md1_w?node=19195823011&ref=q2_shoes&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=WKJYA93XPF2WM0M46550&pf_rd_t=101&pf_rd_p=5fca498b-724c-4128-84b1-2d93986f7804&pf_rd_i=17714704011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260437011%2Cn%3A%2111260439011%2Cn%3A19195823011&page=2&qid=1576185120&ref=lp_19195823011_pg_2
amazon,Clothing & Shoes & Accessories,Girls,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndclq2_md1_w?node=17714734011&ref=q2_girls&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=WKJYA93XPF2WM0M46550&pf_rd_t=101&pf_rd_p=5fca498b-724c-4128-84b1-2d93986f7804&pf_rd_i=17714704011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A17714734011&page=2&qid=1576185121&ref=lp_17714734011_pg_2
amazon,Clothing & Shoes & Accessories,Boys,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndclq2_md1_w?node=17714716011&ref=q2_pers_stat&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-3&pf_rd_r=WKJYA93XPF2WM0M46550&pf_rd_t=101&pf_rd_p=5fca498b-724c-4128-84b1-2d93986f7804&pf_rd_i=17714704011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A17714704011%2Cn%3A17714716011&page=2&qid=1576185121&ref=lp_17714716011_pg_2
amazon,Toys & Games,Baby & Toddler Toys,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351279011&ref=q2_babytod&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351279011&page=2&qid=1576185567&ref=lp_14351279011_pg_2
amazon,Toys & Games,Stuffed Animals,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351334011&ref=q2_stuffedan&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351334011&page=2&qid=1576185569&ref=lp_14351334011_pg_2
amazon,Toys & Games,Puppets,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351336011&ref=q2_puppets&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351336011&page=2&qid=1576185570&ref=lp_14351336011_pg_2
amazon,Toys & Games,Puzzles,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351341011&ref=q2_puzzles&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351341011&page=2&qid=1576185570&ref=lp_14351341011_pg_2
amazon,Toys & Games,Pretend Play,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351335011&ref=q2_preplay&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351335011&page=2&qid=1576185571&ref=lp_14351335011_pg_2
amazon,Toys & Games,Novelty Toys,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351320011&ref=q2_novtoys&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351320011&page=2&qid=1576185571&ref=lp_14351320011_pg_2
amazon,Toys & Games,Dolls & Accessories,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351291011&ref=q2_dolls&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351291011&page=2&qid=1576185572&ref=lp_14351291011_pg_2
amazon,Toys & Games,Lawn Games,,https://www.amazon.com/b/ref=s9_acss_bw_cg_hndtgq2_md1_w?node=14351342011&ref=q2_lawnga&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=merchandised-search-2&pf_rd_r=KYAVDCD56PSAVJ6RCJRP&pf_rd_t=101&pf_rd_p=113e7608-e747-4a73-bdc0-ab171228b597&pf_rd_i=11403495011,https://www.amazon.com/s?rh=n%3A11260432011%2Cn%3A%2111260433011%2Cn%3A11403495011%2Cn%3A14351342011&page=2&qid=1576185572&ref=lp_14351342011_pg_2
etsy,Toys,Dolls & Action Figures,Doll Clothing,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/doll-clothing?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/doll-clothing?explicit=1&ref=pagination&page=2
etsy,Toys,Dolls & Action Figures,Dolls,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/dolls?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/dolls?explicit=1&ref=pagination&page=2
etsy,Toys,Dolls & Action Figures,Action Figures,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/action-figures?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/action-figures?explicit=1&ref=pagination&page=2
etsy,Toys,Dolls & Action Figures,Animals,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/animals?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/dolls-and-action-figures/animals?explicit=1&ref=pagination&page=2
etsy,Toys,Stuffed Animals & Plushies,,https://www.etsy.com/c/handmade/toys-and-games/toys/stuffed-animals-and-plushies?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/stuffed-animals-and-plushies?explicit=1&ref=pagination&page=2
etsy,Toys,Miniature Toys,,https://www.etsy.com/c/handmade/toys-and-games/toys/miniature-toys?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/miniature-toys?explicit=1&ref=pagination&page=2
etsy,Toys,Push & Pull Toys,,https://www.etsy.com/c/handmade/toys-and-games/toys/push-and-pull-toys?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/push-and-pull-toys?explicit=1&ref=pagination&page=2
etsy,Toys,Stress Balls & Desk Toys,,https://www.etsy.com/c/handmade/toys-and-games/toys/stress-balls-and-desk-toys?explicit=1&ref=pagination&page=2,https://www.etsy.com/c/handmade/toys-and-games/toys/stress-balls-and-desk-toys?explicit=1&ref=pagination&page=2
etsy,Toys,Puppets,,https://www.etsy.com/c/handmade/toys-and-games/toys/puppets?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/puppets?explicit=1&ref=pagination&page=2
etsy,Toys,Ride On & Rocking Toys,,https://www.etsy.com/c/handmade/toys-and-games/toys/ride-on-and-rocking-toys?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/ride-on-and-rocking-toys?explicit=1&ref=pagination&page=2
etsy,Toys,Baby & Toddler Toys,,https://www.etsy.com/c/handmade/toys-and-games/toys/baby-and-toddler-toys?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/baby-and-toddler-toys?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Pretend Play,,https://www.etsy.com/c/handmade/toys-and-games/toys/pretend-play?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/toys/pretend-play?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Board Games,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/board-games?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/board-games?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Puzzles,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/puzzles?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/puzzles?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Dice & Tile Games,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/dice-and-tile-games?explicit=1&ref=pagination&page=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/dice-and-tile-games?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Game Room,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/game-room?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/game-room?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Video Games,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/video-games?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/video-games?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Card Games,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/card-games?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/card-games?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Role Playing Games,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/role-playing-games?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/role-playing-games?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Game Pieces,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/game-pieces?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/game-pieces?explicit=1&ref=pagination&page=2
etsy,Games & Puzzles,Marbles,,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/marbles?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/games-and-puzzles/marbles?explicit=1&ref=pagination&page=2
etsy,Sports & Outdoor Recreation,,,https://www.etsy.com/c/handmade/toys-and-games/sports-and-outdoor-games?explicit=1,https://www.etsy.com/c/handmade/toys-and-games/sports-and-outdoor-games?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Camera Bags & Cases,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/camera-bags-and-cases?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/camera-bags-and-cases?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Phone Cases,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/phone-cases?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/phone-cases?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Laptop Sleeves,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/laptop-sleeves?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/laptop-sleeves?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Tablet & E-Reader Cases,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/tablet-and-reader-cases?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/tablet-and-reader-cases?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Laptop Skins,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/laptop-skins?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/laptop-skins?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Laptop Bags,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/laptop-bags?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/laptop-bags?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Phone Skins,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/phone-skins?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/phone-skins?explicit=1&ref=pagination&page=2
etsy,Electronics Cases,Tablet & E-Reader Skins,,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/tablet-and-reader-skins?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/electronics-cases/tablet-and-reader-skins?explicit=1&ref=pagination&page=2
etsy,Decals & Skins,,,https://www.etsy.com/c/handmade/electronics-and-accessories/decals-and-skins?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/decals-and-skins?explicit=1&ref=pagination&page=2
etsy,Car Parts & Accessories,,,https://www.etsy.com/c/handmade/electronics-and-accessories/car-parts-and-accessories?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/car-parts-and-accessories?explicit=1&ref=pagination&page=2
etsy,Cameras,,,https://www.etsy.com/c/handmade/electronics-and-accessories/cameras?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/cameras?explicit=1&ref=pagination&page=2
etsy,Computers & Peripherals,,,https://www.etsy.com/c/handmade/electronics-and-accessories/computers-and-peripherals?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/computers-and-peripherals?explicit=1&ref=pagination&page=2
etsy,Cell Phone Accessories,,,https://www.etsy.com/c/handmade/electronics-and-accessories/cell-phone-accessories?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/cell-phone-accessories?explicit=1&ref=pagination&page=2
etsy,Audio,Headphones & Stands,,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/headphones-and-stands?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/headphones-and-stands?explicit=1&ref=pagination&page=2
etsy,Audio,Stereos & Home Audio,,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/stereos-and-home-audio?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/stereos-and-home-audio?explicit=1&ref=pagination&page=2
etsy,Audio,Boomboxes & Portable Audio,,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/boomboxes-and-portable-audio?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/boomboxes-and-portable-audio?explicit=1&ref=pagination&page=2
etsy,Audio,Record Players,,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/record-players?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/audio/record-players?explicit=1&ref=pagination&page=2
etsy,Docking & Stands,Stands,,https://www.etsy.com/c/handmade/electronics-and-accessories/docking-and-stands/stands?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/docking-and-stands/stands?explicit=1&ref=pagination&page=2
etsy,Docking & Stands,Docking Stations,,https://www.etsy.com/c/handmade/electronics-and-accessories/docking-and-stands/docking-stations?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/docking-and-stands/docking-stations?explicit=1&ref=pagination&page=2
etsy,Docking & Stands,Laptop Trays & Stands,,https://www.etsy.com/c/handmade/electronics-and-accessories/docking-and-stands/laptop-trays-and-stands?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/docking-and-stands/laptop-trays-and-stands?explicit=1&ref=pagination&page=2
etsy,Maker Supplies,,,https://www.etsy.com/c/handmade/electronics-and-accessories/maker-supplies?explicit=1,https://www.etsy.com/c/handmade/electronics-and-accessories/maker-supplies?explicit=1&ref=pagination&page=2
etsy,Book Accessories,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/book-accessories?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/book-accessories?explicit=1&ref=pagination&page=2
etsy,Blank Books,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/blank-books?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/blank-books?explicit=1&ref=pagination&page=2
etsy,Children's Books,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/childrens-books?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/childrens-books?explicit=1&ref=pagination&page=2
etsy,Literature & Fiction,Literary Fiction,,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/literary-fiction?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/literary-fiction?explicit=1&ref=pagination&page=2
etsy,Literature & Fiction,Sci Fi & Fantasy,,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/sci-fi-and-fantasy?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/sci-fi-and-fantasy?explicit=1&ref=pagination&page=2
etsy,Literature & Fiction,Mystery & Thriller,,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/mystery-and-thriller?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/mystery-and-thriller?explicit=1&ref=pagination&page=2
etsy,Literature & Fiction,Horror,,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/horror?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/literature-and-fiction/horror?explicit=1&ref=pagination&page=2
etsy,Calendars & Planners,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/calendars-and-planners?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/calendars-and-planners?explicit=1&ref=pagination&page=2
etsy,Art & Photography Books,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/art-and-photography-books?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/art-and-photography-books?explicit=1&ref=pagination&page=2
etsy,Comics & Graphic Novels,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/comics-and-graphic-novels?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/comics-and-graphic-novels?explicit=1&ref=pagination&page=2
etsy,Craft & Hobby Books,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/craft-and-hobby-books?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/craft-and-hobby-books?explicit=1&ref=pagination&page=2
etsy,Poetry Books,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/poetry-books?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/poetry-books?explicit=1&ref=pagination&page=2
etsy,Guides & How Tos,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/guides-and-how-tos?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/guides-and-how-tos?explicit=1&ref=pagination&page=2
etsy,Zines & Magazines,,,https://www.etsy.com/c/handmade/books-movies-and-music/books/zines-and-magazines?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/books/zines-and-magazines?explicit=1&ref=pagination&page=2
etsy,Movies,,,https://www.etsy.com/c/handmade/books-movies-and-music/movies?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/movies?explicit=1&ref=pagination&page=2
etsy,Music,,,https://www.etsy.com/c/handmade/books-movies-and-music/music?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music?explicit=1&ref=pagination&page=2
etsy,Instrument Straps,,,https://www.etsy.com/c/handmade/books-movies-and-music/music/instrument-straps?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/instrument-straps?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Drums & Percussion,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/drums-and-percussion?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/drums-and-percussion?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Synthesizers & Effects,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/synthesizers-and-effects?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/synthesizers-and-effects?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Stringed Instruments,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/stringed-instruments?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/stringed-instruments?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Woodwinds,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/woodwinds?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/woodwinds?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Toy Instruments,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/toy-instruments?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/toy-instruments?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Pianos & Keyboards,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/pianos-and-keyboards?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/pianos-and-keyboards?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Brass & Horns,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/brass-and-horns?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/brass-and-horns?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Tuning & Accessories,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/tuning-and-accessories?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/tuning-and-accessories?explicit=1&ref=pagination&page=2
etsy,Musical Instruments,Microphones,,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/microphones?explicit=1,https://www.etsy.com/c/handmade/books-movies-and-music/music/musical-instruments/microphones?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Stickers,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stickers-labels-and-tags/stickers?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stickers-labels-and-tags/stickers?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Stamps,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stickers-labels-and-tags/stamps?explicit=1,https://www.etsy.com/c/handmade/paper-and-party-supplies/paper/stickers-labels-and-tags/stamps?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Bumper Stickers,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/bumper-stickers?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/bumper-stickers?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Labels,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/labels?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/labels?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Sets,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/sets?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/sets?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Tags,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/tags?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/tags?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Address & Shipping Labels,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/address-and-shipping-labels?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/address-and-shipping-labels?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Seals,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/seals?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/seals?explicit=1&ref=pagination&page=2
etsy,Paper,"Stickers, Labels & Tags",Ink & Ink Pads,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/ink-and-ink-pads?explicit=1,https://www.etsy.com/c/paper-and-party-supplies/paper/stickers-labels-and-tags/ink-and-ink-pads?explicit=1&ref=pagination&page=2
